OBJECTID_1,OBJECTID,LOCALID,NAME,GEOTYPE,FULLFIPS,LEGALAREA,EFFECTDATE,ENDDATE,SRCREF,ACRES,SQMILES,OLDNAME,NPU,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,GLOBALID,Shape_Leng,aggregatio,HasData,ORIGINAL_O,sourceCoun,apportionm,population,populati_1,gender_MED,gender_MAL,gender_M_1,gender_M_2,gender_M_3,gender_M_4,gender_M_5,gender_M_6,gender_M_7,gender_M_8,gender_M_9,gender__10,gender__11,gender__12,gender__13,gender__14,gender__15,gender__16,gender__17,gender__18,gender__19,gender__20,gender__21,gender__22,gender__23,gender__24,gender__25,gender__26,gender__27,gender_FEM,gender_F_1,gender_F_2,gender_F_3,gender_F_4,gender_F_5,gender_F_6,gender_F_7,gender_F_8,gender_F_9,gender__28,gender__29,gender__30,gender__31,gender__32,gender__33,gender__34,gender__35,gender__36,gender__37,gender__38,gender__39,gender__40,gender__41,gender__42,gender__43,gender__44,gender__45,householdt,OwnerRente,OwnerRen_1,OwnerRen_2,OwnerRen_3,housinguni,vacant_VAC,vacant_V_1,raceandhis,raceandh_1,raceandh_2,raceandh_3,raceandh_4,raceandh_5,raceandh_6,raceandh_7,raceandh_8,raceandh_9,raceand_10,raceand_11,hispanicor,hispanic_1,educationa,educatio_1,educatio_2,educatio_3,educatio_4,educatio_5,educatio_6,househol_1,households,householdi,homevalue_,F5yearincre,unitsinstr,unitsins_1,unitsins_2,unitsins_3,unitsins_4,unitsins_5,unitsins_6,unitsins_7,unitsins_8,unitsins_9,unitsin_10,unitsin_11,unitsin_12,unitsin_13,unitsin_14,unitsin_15,commute_AC,commute__1,commute__2,commute__3,commute__4,commute__5,commute__6,Shape__Area,Shape__Length
138,, ,Brookhaven,Neighborhood, ,0,,, ,636.92,1,Brookhaven,B, ,,GIS,2022/05/24 00:00:00+00,{CDC5A9FB-29F8-4F51-97DA-ED8D9DB1482E},25663.8559895551,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,259,US,2.576,2.191,2335,47.8,1124,48.14,48,4.27,60,5.34,71,6.32,82,7.3,82,7.3,48,4.27,36,3.2,50,4.45,72,6.41,76,6.76,76,6.76,88,7.83,83,7.38,1211,51.86,60,4.95,71,5.86,64,5.28,63,5.2,58,4.79,51,4.21,49,4.05,50,4.13,77,6.36,63,5.2,85,7.02,70,5.78,81,6.69,925,722,78.05,203,21.95,987,62,6.28,2009,86.04,66,2.83,77,3.3,0,0,2,0.09,36,1.54,114,4.88,1.31,3.64,0,4.36,1.61,43.56,45.05,2.52,0,200001,1448000,47.8,128,15.84,150,18.56,0,0,12,1.49,73,9.03,0,0,30,3.71,415,51.36,41.32,0,0,0,0,57.88,0.66,27744187.4353027,25663.8559895551
139,, ,Chattahoochee,Neighborhood, ,0,,, ,207.77,0.32,Unnamed neighborhood,G, ,,GIS,2022/05/24 00:00:00+00,{9F8CAE1C-F82B-426A-AD7F-96797CC0E572},13091.3494736948,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,260,US,2.576,2.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9050484.12182617,13091.3494736948
140,, ,English Park,Neighborhood, ,0,,, ,109.43,0.17, ,G, ,,GIS,2022/05/24 00:00:00+00,{F8E59CE8-DE93-406A-944A-E83719374C05},10805.7895170373,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,261,US,2.576,2.191,319,32.3,134,42.01,10,7.46,11,8.21,13,9.7,13,9.7,11,8.21,10,7.46,11,8.21,10,7.46,7,5.22,8,5.97,7,5.22,6,4.48,7,5.22,185,57.99,13,7.03,14,7.57,15,8.11,10,5.41,13,7.03,13,7.03,18,9.73,15,8.11,13,7.03,12,6.49,11,5.95,9,4.86,9,4.86,117,47,40.17,70,59.83,161,44,27.33,13,4.08,271,84.95,4,1.25,2,0.63,1,0.31,13,4.08,18,5.64,6.63,26.02,6.12,17.35,12.24,18.88,9.69,2.73,21.69,47903,357143,32.3,10,10.31,15,15.46,11,11.34,5,5.15,1,1.03,0,0,3,3.09,51,52.58,21.74,0,0,0,11.3,61.74,5.22,4766902.89453125,10805.7895170373
141,, ,Bakers Ferry,Neighborhood, ,0,,, ,160.59,0.25, ,H, ,,GIS,2022/05/24 00:00:00+00,{4E96DE27-5BE0-4151-883A-CEBEBDF7BB0A},11056.2889137944,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,262,US,2.576,2.191,531,47.8,235,44.26,12,5.11,13,5.53,17,7.23,17,7.23,12,5.11,14,5.96,14,5.96,14,5.96,13,5.53,11,4.68,14,5.96,14,5.96,13,5.53,296,55.74,11,3.72,11,3.72,9,3.04,14,4.73,9,3.04,18,6.08,21,7.09,9,3.04,21,7.09,14,4.73,15,5.07,13,4.39,22,7.43,205,94,45.85,111,54.15,229,24,10.48,4,0.75,487,91.71,1,0.19,3,0.56,0,0,22,4.14,33,6.21,8.87,36.45,2.71,19.46,9.85,12.07,7.64,2.59,39.01,21740,89815,47.8,83,37.05,35,15.62,0,0,0,0,23,10.27,0,0,0,0,82,36.61,7.75,15.5,0,0,18.6,58.91,0,6995126.49316406,11056.2889137944
142,, ,Oakland,Neighborhood, ,0,,, ,34.29,0.05, ,W, ,,GIS,2022/05/24 00:00:00+00,{CE6EE7C9-CC7E-45A3-9EFF-20068EBD178F},6452.29026689452,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,263,US,2.576,2.191,682,29.7,344,50.44,5,1.45,3,0.87,2,0.58,3,0.87,20,5.81,112,32.56,69,20.06,36,10.47,21,6.1,20,5.81,18,5.23,16,4.65,10,2.91,338,49.56,10,2.96,5,1.48,2,0.59,2,0.59,55,16.27,135,39.94,53,15.68,29,8.58,11,3.25,11,3.25,5,1.48,8,2.37,7,2.07,503,13,2.58,490,97.42,555,52,9.37,237,34.75,312,45.75,66,9.68,2,0.29,0,0,23,3.37,40,5.87,2.78,7.13,3.48,31.65,3.13,6.96,44.87,1.29,41.59,39746,140625,29.7,435,94.98,8,1.75,0,0,0,0,0,0,0,0,0,0,15,3.28,9.32,0,14.11,0,32.49,34.76,9.32,1493743.57202148,6452.29026689452
143,, ,Atlantic Station,Neighborhood, ,0,,, ,163.06,0.25,Home Park,E, ,,GIS,2022/05/24 00:00:00+00,{0E3C70B8-FB96-4598-9392-35B0449DF8FB},13535.8660379586,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,264,US,2.576,2.191,3172,32,1753,55.26,39,2.22,24,1.37,16,0.91,17,0.97,126,7.19,470,26.81,381,21.73,201,11.47,118,6.73,90,5.13,85,4.85,72,4.11,48,2.74,1419,44.74,38,2.68,24,1.69,19,1.34,15,1.06,176,12.4,375,26.43,239,16.84,138,9.73,84,5.92,79,5.57,80,5.64,53,3.74,38,2.68,2075,1058,50.99,1017,49.01,2314,239,10.33,1161,36.6,994,31.34,613,19.33,9,0.28,4,0.13,101,3.18,266,8.39,0.56,6.95,0,2.28,2.35,41.41,46.45,1.53,9.27,100245,363968,32,1778,79.91,81,3.64,0,0,0,0,0,0,41,1.84,120,5.39,206,9.26,28.71,1.34,4.53,5.69,7.3,51.41,0.88,7103043.56176758,13535.8660379586
144,, ,Carey Park,Neighborhood, ,0,,, ,333.4,0.52,Almond Park/Carey Park,G, ,,GIS,2022/05/24 00:00:00+00,{59A11237-1E08-4337-A2B1-1E28DC18B068},18163.7836230067,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,265,US,2.576,2.191,2054,27,906,44.11,129,14.24,120,13.25,99,10.93,73,8.06,56,6.18,53,5.85,51,5.63,55,6.07,49,5.41,30,3.31,33,3.64,31,3.42,40,4.42,1148,55.89,129,11.24,120,10.45,102,8.89,72,6.27,66,5.75,102,8.89,125,10.89,66,5.75,68,5.92,41,3.57,41,3.57,37,3.22,43,3.75,752,127,16.89,625,83.11,819,67,8.18,43,2.09,1900,92.5,8,0.39,1,0.05,0,0,47,2.29,79,3.85,15.62,42.56,0,10.29,1.56,24.08,0,2.66,38.4,18020,196500,27,135,13.12,71,6.9,112,10.88,214,20.8,0,0,75,7.29,24,2.33,398,38.68,10.89,3.27,0,0,18.74,62.96,4.36,14523032.7478027,18163.7836230067
145,, ,Regency Trace,Neighborhood, ,0,,, ,67.99,0.11, ,Q, ,,GIS,2022/05/24 00:00:00+00,{B1EE211E-A0E3-4828-9445-AF707FEE4853},7762.65758567367,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,266,US,2.576,2.191,318,41.7,157,49.37,10,6.37,11,7.01,11,7.01,10,6.37,11,7.01,11,7.01,10,6.37,11,7.01,9,5.73,9,5.73,11,7.01,8,5.1,12,7.64,161,50.63,4,2.48,5,3.11,8,4.97,10,6.21,10,6.21,10,6.21,11,6.83,10,6.21,9,5.59,13,8.07,10,6.21,11,6.83,12,7.45,102,81,79.41,21,20.59,109,7,6.42,4,1.26,297,93.4,1,0.31,1,0.31,0,0,6,1.89,10,3.14,11.06,12.83,0,8.41,14.6,22.12,29.2,3.12,35.77,43198,195000,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,100,5.63,0,0,0,6.06,77.06,11.26,2961741.89794922,7762.65758567367
146,, ,Horseshoe Community,Neighborhood, ,0,,, ,34.47,0.05,Horseshoe Community,I, ,,GIS,2022/05/24 00:00:00+00,{8C1A34BB-E563-493A-975A-49073E7B5C06},5542.42590647159,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,267,US,2.576,2.191,73,39.2,34,46.58,2,5.88,2,5.88,1,2.94,2,5.88,3,8.82,2,5.88,2,5.88,3,8.82,3,8.82,3,8.82,2,5.88,2,5.88,2,5.88,39,53.42,2,5.13,2,5.13,2,5.13,2,5.13,2,5.13,3,7.69,3,7.69,3,7.69,3,7.69,2,5.13,3,7.69,2,5.13,2,5.13,12,10,83.33,2,16.67,19,7,36.84,1,1.37,69,94.52,0,0,0,0,0,0,0,0,2,2.74,0,5.66,0,16.98,5.66,30.19,41.51,6.08,8.33,86037,350000,39.2,0,0,0,0,0,0,0,0,0,0,0,0,5,22.73,17,77.27,34.48,0,0,0,0,65.52,3.45,1501450.85424805,5542.42590647159
147,, ,State Facility,Neighborhood, ,0,,, ,117.07,0.18, ,W, ,,GIS,2022/05/24 00:00:00+00,{31FC66F7-DF02-405B-A38D-2F42AC9D2993},9840.42220270703,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,268,US,2.576,2.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5099474.5144043,9840.42220270703
148,, ,South Oakes at Cascade,Neighborhood, ,0,,, ,22.74,0.04, ,P, ,,GIS,2022/05/24 00:00:00+00,{6F80AE8C-F059-421A-933D-5B0A1622954E},5754.36951972521,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",0,269,US,2.576,2.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990553.385742188,5754.36951972521
149,, ,Buckhead Heights,Neighborhood, ,0,,, ,44.28,0.07,Lenox Superblock,B, ,,GIS,2022/05/24 00:00:00+00,{2A14DFAA-4FD3-48A9-BC1E-E882E422BA11},5885.04139069639,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,270,US,2.576,2.191,2842,33.1,1422,50.04,40,2.81,22,1.55,16,1.13,18,1.27,121,8.51,350,24.61,227,15.96,140,9.85,108,7.59,70,4.92,66,4.64,70,4.92,57,4.01,1420,49.96,48,3.38,31,2.18,22,1.55,24,1.69,83,5.85,358,25.21,246,17.32,129,9.08,78,5.49,82,5.77,68,4.79,55,3.87,51,3.59,1859,426,22.92,1433,77.08,2657,798,30.03,1654,58.2,585,20.58,305,10.73,4,0.14,2,0.07,88,3.1,252,8.87,0,2.61,0,17.91,8.77,49.21,21.51,1.53,10.3,112662,577815,33.1,1378,85.54,50,3.1,88,5.46,18,1.12,10,0.62,15,0.93,52,3.23,0,0,25.15,1.71,7.31,0,5.53,59.05,0,1928735.0168457,5885.04139069639
150,, ,Arlington Estates,Neighborhood, ,0,,, ,215.82,0.34,Arlington Estates,P, ,,GIS,2022/05/24 00:00:00+00,{E3AFD560-3D6D-43F5-87CE-106194973885},16164.9210792693,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,271,US,2.576,2.191,876,42.3,399,45.55,26,6.52,27,6.77,29,7.27,31,7.77,23,5.76,23,5.76,22,5.51,26,6.52,26,6.52,24,6.02,20,5.01,24,6.02,22,5.51,477,54.45,15,3.14,18,3.77,29,6.08,36,7.55,30,6.29,20,4.19,26,5.45,32,6.71,30,6.29,26,5.45,24,5.03,28,5.87,23,4.82,320,231,72.19,89,27.81,344,24,6.98,6,0.68,823,93.95,1,0.11,3,0.34,2,0.23,9,1.03,12,1.37,5.07,26.68,2.45,12.77,12.6,17.84,5.56,2.72,15.05,67581,275000,42.3,0,0,0,0,0,0,60,15.15,7,1.77,5,1.26,16,4.04,271,68.43,12.56,0,0,0,0,50.22,37,9401121.59155273,16164.9210792693
151,, ,Midwest Cascade,Neighborhood, ,0,,, ,596.48,0.93, ,Q, ,,GIS,2022/05/24 00:00:00+00,{C461405C-F4CA-491E-B400-92BA98E95C09},33072.6532443754,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,272,US,2.576,2.191,1383,50.3,670,48.45,28,4.18,31,4.63,33,4.93,35,5.22,38,5.67,36,5.37,31,4.63,35,5.22,39,5.82,37,5.52,51,7.61,55,8.21,52,7.76,713,51.55,32,4.49,36,5.05,35,4.91,37,5.19,26,3.65,29,4.07,37,5.19,37,5.19,39,5.47,31,4.35,52,7.29,62,8.7,51,7.15,577,505,87.52,72,12.48,584,7,1.2,17,1.23,1313,94.94,5,0.36,4,0.29,0,0,8,0.58,20,1.45,0.57,13.99,1.43,14.18,5.23,29.88,34.25,2.39,16.82,78550,455780,50.3,5,0.89,0,0,10,1.79,12,2.15,5,0.89,0,0,0,0,527,94.28,22.01,0.21,0,0,1.07,64.32,12.18,25982727.4313965,33072.6532443754
152,, ,Chastain Park,Neighborhood, ,0,,, ,1074.39,1.68,Chastain Park,A, ,,GIS,2022/05/24 00:00:00+00,{D98991CC-6F3B-46DD-ADCF-C9C90093626F},43348.7305343103,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,273,US,2.576,2.191,2097,41.7,1062,50.64,57,5.37,82,7.72,96,9.04,98,9.23,74,6.97,39,3.67,31,2.92,43,4.05,78,7.34,87,8.19,100,9.42,83,7.82,57,5.37,1035,49.36,55,5.31,75,7.25,81,7.83,95,9.18,63,6.09,38,3.67,23,2.22,46,4.44,82,7.92,88,8.5,107,10.34,82,7.92,52,5.02,763,724,94.89,39,5.11,795,32,4.03,1797,85.69,47,2.24,97,4.63,2,0.1,0,0,15,0.72,80,3.81,0,0.53,0.53,2.65,2.65,48.52,45.12,2.75,2.69,200001,1202020,41.7,24,3.64,15,2.27,0,0,0,0,2,0.3,0,0,41,6.21,578,87.58,32.81,0,4.37,0,0.73,60.51,1.22,46800117.7478027,43348.7305343103
153,, ,Mt. Paran Parkway,Neighborhood, ,0,,, ,90.58,0.14,Mount Paran Parkway,A, ,,GIS,2022/05/24 00:00:00+00,{FFBA337A-62F6-46EA-A02D-6311F86BDDC0},11081.6146788585,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,274,US,2.576,2.191,80,42.9,41,51.25,2,4.88,3,7.32,3,7.32,3,7.32,3,7.32,1,2.44,2,4.88,2,4.88,3,7.32,3,7.32,3,7.32,3,7.32,3,7.32,39,48.75,2,5.13,2,5.13,4,10.26,3,7.69,2,5.13,1,2.56,1,2.56,2,5.13,3,7.69,3,7.69,3,7.69,3,7.69,2,5.13,24,23,95.83,1,4.17,24,0,0,60,75,5,6.25,6,7.5,0,0,0,0,1,1.25,6,7.5,0,1.89,0,13.21,1.89,41.51,41.51,3.33,3.7,200001,1875000,42.9,1,3.85,0,0,0,0,0,0,0,0,0,0,0,0,25,96.15,8.57,0,0,0,0,91.43,2.86,3945506.45263672,11081.6146788585
154,, ,Old Fairburn Village,Neighborhood, ,0,,, ,20.8,0.03, ,P, ,,GIS,2022/05/24 00:00:00+00,{D442944E-02C2-404D-9244-7EDF146E656F},5236.25930776233,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,275,US,2.576,2.191,12,37.5,6,50,0,0,0,0,0,0,0,0,0,0,1,16.67,1,16.67,0,0,0,0,0,0,0,0,0,0,0,0,6,50,1,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,40,3,60,5,0,0,0,0,11,91.67,0,0,0,0,0,0,0,0,0,0,0,50,12.5,12.5,0,12.5,12.5,2.4,14.29,50000,250000,37.5,0,0,0,0,0,0,1,14.29,4,57.14,0,0,0,0,1,14.29,12.5,0,0,0,0,75,12.5,906050.088378906,5236.25930776233
155,, ,Cascade Green,Neighborhood, ,0,,, ,48.93,0.08, ,P, ,,GIS,2022/05/24 00:00:00+00,{A7DB3DF4-7D71-4EBF-9B02-8ACF3BB02D3D},6056.91540557231,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,276,US,2.576,2.191,416,45.4,179,43.03,9,5.03,10,5.59,12,6.7,8,4.47,12,6.7,12,6.7,13,7.26,9,5.03,12,6.7,12,6.7,14,7.82,14,7.82,12,6.7,237,56.97,10,4.22,12,5.06,12,5.06,12,5.06,11,4.64,12,5.06,14,5.91,12,5.06,14,5.91,16,6.75,19,8.02,16,6.75,14,5.91,192,146,76.04,46,23.96,200,8,4,5,1.2,387,93.03,2,0.48,1,0.24,0,0,3,0.72,4,0.96,4.55,23.7,1.3,21.1,7.79,16.23,24.35,2.17,16.48,66829,299265,45.4,0,0,0,0,0,0,0,0,3,1.6,0,0,31,16.49,154,81.91,21.82,10.91,0,0,10.45,54.09,3.18,2131199.37231445,6056.91540557231
156,, ,Perkerson,Neighborhood, ,0,,, ,607.81,0.95,Perkerson Park,X, ,,GIS,2022/05/24 00:00:00+00,{775531E3-4C24-4A06-B7E8-01BDCE1AE8EB},21348.8197950039,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,277,US,2.576,2.191,2334,42.9,1082,46.36,57,5.27,51,4.71,63,5.82,69,6.38,67,6.19,71,6.56,56,5.18,67,6.19,55,5.08,55,5.08,72,6.65,62,5.73,89,8.23,1252,53.64,72,5.75,67,5.35,75,5.99,77,6.15,80,6.39,57,4.55,85,6.79,73,5.83,81,6.47,61,4.87,66,5.27,67,5.35,84,6.71,1249,359,28.74,890,71.26,1371,122,8.9,121,5.18,1932,82.78,43,1.84,12,0.51,0,0,122,5.23,193,8.27,10.08,30.37,2.6,22.22,5.62,9.84,11.59,1.8,33.33,26987,276908,42.9,424,28.86,32,2.18,98,6.67,125,8.51,78,5.31,17,1.16,11,0.75,659,44.86,11.96,9.15,1.11,0,22.61,46.23,8.94,26475906.8259277,21348.8197950039
157,, ,Glenrose Heights,Neighborhood, ,0,,, ,892.5,1.39,Glenrose Heights,Z, ,,GIS,2022/05/24 00:00:00+00,{D550C0DE-5BCA-4834-A745-F2110B0DF177},29362.0536249219,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,278,US,2.576,2.191,4404,32.5,1932,43.87,186,9.63,189,9.78,204,10.56,145,7.51,122,6.31,116,6,145,7.51,125,6.47,140,7.25,102,5.28,113,5.85,83,4.3,88,4.55,2472,56.13,188,7.61,181,7.32,160,6.47,162,6.55,154,6.23,200,8.09,252,10.19,194,7.85,167,6.76,129,5.22,141,5.7,122,4.94,120,4.85,1738,531,30.55,1207,69.45,1991,253,12.71,103,2.34,4027,91.44,10,0.23,30,0.68,0,0,129,2.93,224,5.09,3.98,26.43,3.83,23.22,22.71,13.6,5.75,2.53,12.64,49404,192317,32.5,219,11.38,38,1.98,485,25.21,180,9.36,141,7.33,98,5.09,147,7.64,616,32.02,9.15,3.5,0,0,10.64,73.74,2.97,38877337.4770508,29362.0536249219
158,, ,Edmund Park,Neighborhood, ,0,,, ,19.27,0.03,Edmund Park,F, ,,GIS,2022/05/24 00:00:00+00,{20065007-F26D-4F56-89BB-83980A2ACF9A},5085.11150762675,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,279,US,2.576,2.191,243,30.6,115,47.33,5,4.35,4,3.48,1,0.87,2,1.74,12,10.43,24,20.87,12,10.43,11,9.57,8,6.96,9,7.83,6,5.22,10,8.7,3,2.61,128,52.67,4,3.12,2,1.56,4,3.12,3,2.34,22,17.19,34,26.56,15,11.72,8,6.25,10,7.81,5,3.91,5,3.91,4,3.12,4,3.12,97,27,27.84,70,72.16,99,2,2.02,182,74.9,21,8.64,16,6.58,0,0,0,0,5,2.06,16,6.58,0,1.1,0,3.85,5.49,43.41,46.15,2.51,5.88,132007,666667,30.6,24,26.09,29,31.52,16,17.39,0,0,1,1.09,0,0,3,3.26,20,21.74,17.7,0,0,0,6.19,69.03,7.08,839534.786376953,5085.11150762675
159,, ,Huntington,Neighborhood, ,0,,, ,34.42,0.05, ,P, ,,GIS,2022/05/24 00:00:00+00,{329667C6-F03C-42D6-A6FC-B7A38A9BB6AA},5279.42387554373,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,280,US,2.576,2.191,68,32.5,31,45.59,3,9.68,3,9.68,2,6.45,3,9.68,3,9.68,3,9.68,2,6.45,2,6.45,2,6.45,2,6.45,1,3.23,2,6.45,1,3.23,37,54.41,2,5.41,3,8.11,3,8.11,2,5.41,2,5.41,3,8.11,4,10.81,3,8.11,2,5.41,3,8.11,2,5.41,2,5.41,3,8.11,23,5,21.74,18,78.26,23,0,0,1,1.47,64,94.12,0,0,0,0,0,0,1,1.47,2,2.94,22.73,34.09,0,0,0,43.18,0,2.96,0,70312,625000,32.5,0,0,0,0,7,21.88,16,50,0,0,0,0,0,0,9,28.12,17.78,0,0,0,26.67,55.56,0,1499296.21386719,5279.42387554373
160,, ,Peyton Heights,Neighborhood, ,0,,, ,121.52,0.19,Peyton Heights,I,GIS,2019/04/18 00:00:00+00,GIS,2022/05/24 00:00:00+00,{C6D49604-829F-4AA9-94C9-73E035EE4C51},11928.8978690377,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,281,US,2.576,2.191,107,53.4,50,46.73,2,4,1,2,3,6,2,4,2,4,3,6,3,6,3,6,4,8,3,6,4,8,3,6,3,6,57,53.27,2,3.51,2,3.51,2,3.51,1,1.75,2,3.51,2,3.51,2,3.51,3,5.26,3,5.26,2,3.51,4,7.02,3,5.26,4,7.02,44,39,88.64,5,11.36,44,0,0,3,2.8,100,93.46,0,0,0,0,0,0,1,0.93,1,0.93,3.45,6.9,0,2.3,26.44,20.69,40.23,2.41,9.62,98120,357143,53.4,0,0,5,9.8,0,0,0,0,0,0,0,0,0,0,46,90.2,7.02,0,0,0,5.26,84.21,3.51,5293459.86230469,11928.8978690377
161,, ,Baker Hills at Campbellton,Neighborhood, ,0,,, ,149.47,0.23,Campbellton,R,GIS,2022/05/24 00:00:00+00,GIS,2022/05/24 00:00:00+00,{5EB79AF6-C62D-4308-A438-A0F7DF2F2890},12096.7614004779,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,282,US,2.576,2.191,430,33.4,200,46.51,20,10,19,9.5,14,7,10,5,12,6,18,9,21,10.5,14,7,9,4.5,13,6.5,12,6,10,5,13,6.5,230,53.49,15,6.52,16,6.96,16,6.96,16,6.96,14,6.09,15,6.52,22,9.57,17,7.39,15,6.52,10,4.35,11,4.78,12,5.22,17,7.39,179,47,26.26,132,73.74,219,40,18.26,3,0.7,393,91.4,1,0.23,2,0.47,1,0.23,7,1.63,17,3.95,0.36,30.58,8.27,30.94,12.23,13.31,0.72,2.4,54.05,28059,72222,33.4,5,1.93,1,0.39,85,32.82,32,12.36,5,1.93,0,0,8,3.09,98,37.84,5.52,0,3.87,0,13.26,44.75,32.6,6510778.59643555,12096.7614004779
162,, ,Bonnybrook Estates,Neighborhood, ,0,,, ,74.9,0.12,Greenbriar,R,GIS,2022/05/24 00:00:00+00,GIS,2022/05/24 00:00:00+00,{D00A0821-814D-4EB1-ADEB-4FB4580B7F07},8587.96516248984,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,283,US,2.576,2.191,470,44.8,215,45.74,15,6.98,14,6.51,10,4.65,12,5.58,15,6.98,13,6.05,13,6.05,15,6.98,13,6.05,13,6.05,11,5.12,13,6.05,13,6.05,255,54.26,11,4.31,12,4.71,13,5.1,11,4.31,9,3.53,17,6.67,17,6.67,15,5.88,12,4.71,14,5.49,12,4.71,14,5.49,17,6.67,177,69,38.98,108,61.02,211,34,16.11,5,1.06,439,93.4,1,0.21,1,0.21,0,0,7,1.49,15,3.19,3.74,24.71,0,25,0,25.57,18.97,2.66,25.66,36062,282143,44.8,12,6.19,14,7.22,38,19.59,12,6.19,9,4.64,7,3.61,0,0,96,49.48,2.42,9.68,0,0,12.1,58.87,16.13,3262659.03540039,8587.96516248984
163,, ,Morningside/Lenox Park,Neighborhood, ,0,,, ,1445.95,2.26,Morningside-Lenox Park,F, ,,GIS,2023/02/21 00:00:00+00,{0F0F81DD-5048-41DF-976F-9D82C35C6B0D},40253.4066416205,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,284,US,2.576,2.191,10921,36.9,5626,51.52,380,6.75,375,6.67,337,5.99,230,4.09,265,4.71,437,7.77,484,8.6,473,8.41,484,8.6,461,8.19,458,8.14,354,6.29,292,5.19,5295,48.48,360,6.8,334,6.31,314,5.93,237,4.48,283,5.34,492,9.29,580,10.95,461,8.71,456,8.61,344,6.5,357,6.74,264,4.99,219,4.14,4701,3250,69.13,1451,30.87,5032,331,6.58,8275,75.77,786,7.2,603,5.52,20,0.18,4,0.04,255,2.33,767,7.02,2.47,3.96,1.37,8.38,4.66,38.47,40.35,2.31,5.28,168382,880786,36.9,689,15.92,292,6.75,234,5.41,139,3.21,272,6.28,140,3.23,356,8.22,2207,50.98,24.98,0.16,2.46,1.84,2.07,65.03,3.45,64036556.6755371,40253.4066416205
